CustomerID,TotalRevenue,TotalOrders,AverageOrderValue,CLV,Segment
13802,4599.42,3,1533.14,4599.42,At Risk
13803,277.07,1,277.07,277.07,Lost Customers
13804,2635.79,7,376.5414285714286,2635.79,Champions
13805,924.6,2,462.3,924.6,Hibernating
13806,256.38,1,256.38,256.38,Hibernating
13807,112.6,1,112.6,112.6,Lost Customers
13808,1747.66,5,349.53200000000004,1747.6600000000003,Champions
13809,155.05,1,155.05,155.05,Lost Customers
13810,1499.01,3,499.67,1499.01,Loyal Customers
13811,814.5,3,271.5,814.5,At Risk
13812,539.0,3,179.66666666666666,539.0,Loyal Customers
13813,1366.8600000000001,4,341.71500000000003,1366.8600000000001,Loyal Customers
13814,1579.12,2,789.56,1579.12,Hibernating
13815,4027.36,4,1006.84,4027.36,Champions
13816,571.6700000000001,2,285.83500000000004,571.6700000000001,Potential Loyalists
13817,382.98,2,191.49,382.98,Potential Loyalists
13819,1140.35,3,380.1166666666666,1140.35,At Risk
13821,385.64,2,192.82,385.64,Lost Customers
13822,632.0,2,316.0,632.0,Potential Loyalists
13823,957.66,2,478.83,957.66,Potential Loyalists
13824,1698.94,5,339.788,1698.94,Loyal Customers
13826,189.5,1,189.5,189.5,Lost Customers
13827,412.05,3,137.35,412.04999999999995,At Risk
13828,209.49,1,209.49,209.49,Hibernating
13831,2202.99,6,367.16499999999996,2202.99,Champions
13832,52.199999999999996,1,52.199999999999996,52.199999999999996,Hibernating
13833,384.8,1,384.8,384.8,Lost Customers
13835,834.57,4,208.6425,834.57,Loyal Customers
13837,271.24,2,135.62,271.24,Lost Customers
13838,691.73,4,172.9325,691.73,Loyal Customers
13841,85.0,1,85.0,85.0,Lost Customers
13842,3385.62,9,376.18,3385.62,Loyal Customers
13844,361.62,1,361.62,361.62,New Customers
13845,312.98,1,312.98,312.98,Hibernating
13846,865.0600000000001,3,288.35333333333335,865.0600000000001,Loyal Customers
13848,1255.0,3,418.3333333333333,1255.0,At Risk
13849,1537.95,2,768.975,1537.95,Hibernating
13850,1595.48,1,1595.48,1595.48,Hibernating
13851,2651.46,3,883.82,2651.46,At Risk
13853,1090.14,1,1090.14,1090.14,Hibernating
13854,8109.5199999999995,25,324.38079999999997,8109.5199999999995,Champions
13856,388.5,3,129.5,388.5,At Risk
13858,216.17,1,216.17,216.17,Hibernating
13859,201.16,1,201.16,201.16,Lost Customers
13860,1245.9,5,249.18,1245.9,Champions
13862,2209.36,8,276.17,2209.36,Champions
13863,305.78,1,305.78,305.78,Lost Customers
13865,501.56,4,125.39,501.56,Loyal Customers
13866,145.67000000000002,1,145.67000000000002,145.67000000000002,Lost Customers
13867,1015.29,3,338.43,1015.29,Loyal Customers
13868,3192.54,2,1596.27,3192.54,Potential Loyalists
13869,3104.95,4,776.2375,3104.95,Can't Lose Them
13870,2770.94,8,346.3675,2770.94,Champions
13871,6403.25,13,492.5576923076923,6403.25,Champions
13873,389.6,3,129.86666666666667,389.6,At Risk
13874,540.45,1,540.45,540.45,Hibernating
13875,1786.79,5,357.358,1786.79,Loyal Customers
13876,122.7,1,122.7,122.7,Hibernating
13877,117.24,1,117.24,117.24,Lost Customers
13878,1281.53,1,1281.53,1281.53,Hibernating
13880,3219.77,13,247.67461538461538,3219.77,Champions
13881,17159.52,20,857.976,17159.52,Champions
13882,1191.13,5,238.22600000000003,1191.13,Champions
13883,2674.48,5,534.896,2674.4799999999996,Champions
13884,787.6,5,157.52,787.6,Loyal Customers
13885,506.8,2,253.4,506.8,Hibernating
13886,243.56,1,243.56,243.56,Hibernating
13887,349.55,1,349.55,349.55,Lost Customers
13888,605.63,2,302.815,605.63,Hibernating
13889,416.90000000000003,1,416.90000000000003,416.90000000000003,Lost Customers
13890,1883.8100000000002,10,188.38100000000003,1883.8100000000004,Champions
13892,632.97,4,158.2425,632.97,Loyal Customers
13893,821.1,1,821.1,821.1,Hibernating
13894,564.62,3,188.20666666666668,564.62,Loyal Customers
13895,2593.07,4,648.2675,2593.07,Champions
13897,311.16,1,311.16,311.16,Hibernating
13898,155.93,1,155.93,155.93,Lost Customers
13899,388.52,2,194.26,388.52,Potential Loyalists
13900,740.95,3,246.98333333333335,740.95,At Risk
13901,2867.2,5,573.4399999999999,2867.2,Can't Lose Them
13904,332.64,2,166.32,332.64,Hibernating
13908,2369.55,4,592.3875,2369.55,Can't Lose Them
13911,2580.91,9,286.7677777777778,2580.91,Loyal Customers
13914,626.45,2,313.225,626.45,Potential Loyalists
13917,272.04,2,136.02,272.04,Hibernating
13918,1212.8400000000001,2,606.4200000000001,1212.8400000000001,Hibernating
13919,384.81,2,192.405,384.81,Hibernating
13922,172.25,1,172.25,172.25,Lost Customers
13923,351.13,1,351.13,351.13,Hibernating
13924,1838.8500000000001,6,306.475,1838.8500000000001,Champions
13925,678.25,4,169.5625,678.25,At Risk
13926,223.85000000000002,1,223.85000000000002,223.85000000000002,Hibernating
13927,348.99,1,348.99,348.99,Lost Customers
13928,464.57,4,116.1425,464.57,Potential Loyalists
13929,842.65,2,421.325,842.65,Hibernating
13930,337.34,2,168.67,337.34,Hibernating
13931,1237.53,2,618.765,1237.53,Hibernating
13932,307.4,1,307.4,307.4,Lost Customers
13933,608.7900000000001,2,304.39500000000004,608.7900000000001,Hibernating
13934,922.1,1,922.1,922.1,Hibernating
13936,376.58,1,376.58,376.58,Lost Customers
13937,158.85,1,158.85,158.85,Lost Customers
13938,71.66,1,71.66,71.66,Hibernating
13939,568.55,3,189.51666666666665,568.55,Loyal Customers
13940,839.14,4,209.785,839.14,Loyal Customers
13941,5112.96,5,1022.592,5112.96,Champions
13946,561.5699999999999,3,187.18999999999997,561.5699999999999,At Risk
13947,90.6,1,90.6,90.6,Hibernating
13948,102.0,1,102.0,102.0,Lost Customers
13949,2427.32,6,404.55333333333334,2427.32,Champions
13950,745.06,4,186.265,745.06,Loyal Customers
13951,674.45,3,224.8166666666667,674.45,At Risk
13952,3251.071,2,1625.5355,3251.071,Hibernating
13953,3515.68,7,502.23999999999995,3515.68,Champions
13954,439.92,2,219.96,439.92,Potential Loyalists
13955,322.96,2,161.48,322.96,At Risk
13956,1026.42,5,205.28400000000002,1026.42,Champions
13959,598.2,3,199.4,598.2,At Risk
13960,230.22,2,115.11,230.22,Potential Loyalists
13962,169.55,2,84.775,169.55,Potential Loyalists
13963,664.54,4,166.135,664.54,At Risk
13967,80.7,1,80.7,80.7,Lost Customers
13969,9053.94,18,502.99666666666667,9053.94,Champions
13971,2758.26,8,344.7825,2758.26,Champions
13972,190.25,2,95.125,190.25,At Risk
13973,264.7,1,264.7,264.7,Lost Customers
13974,413.59000000000003,1,413.59000000000003,413.59000000000003,Hibernating
13975,2526.28,6,421.0466666666667,2526.28,Champions
13976,357.98,1,357.98,357.98,Lost Customers
13978,196.79000000000002,2,98.39500000000001,196.79000000000002,Potential Loyalists
13979,869.87,1,869.87,869.87,Hibernating
13980,200.14,1,200.14,200.14,Hibernating
13982,1871.81,4,467.9525,1871.81,Loyal Customers
13983,2603.43,12,216.9525,2603.43,Champions
13984,920.51,5,184.102,920.51,Loyal Customers
13985,7060.13,15,470.67533333333336,7060.13,Champions
13986,320.46,1,320.46,320.46,Hibernating
13988,4147.96,6,691.3266666666667,4147.96,Champions
13989,1266.08,2,633.04,1266.08,Loyal Customers
13990,311.3,1,311.3,311.3,Lost Customers
13991,855.97,6,142.66166666666666,855.97,Loyal Customers
13992,76.8,1,76.8,76.8,Hibernating
13993,3466.36,9,385.1511111111111,3466.36,Loyal Customers
13994,2313.14,6,385.5233333333333,2313.14,Champions
13995,1393.69,5,278.738,1393.69,Champions
13999,3901.81,12,325.1508333333333,3901.8099999999995,Champions
14000,635.66,1,635.66,635.66,Hibernating
14001,2043.0800000000002,3,681.0266666666668,2043.0800000000004,Loyal Customers
14002,529.73,2,264.865,529.73,At Risk
14004,4582.64,7,654.6628571428572,4582.64,Loyal Customers
14005,2874.72,5,574.944,2874.72,Champions
14006,962.19,3,320.73,962.19,At Risk
14009,695.61,2,347.805,695.61,At Risk
14012,328.8,1,328.8,328.8,Lost Customers
14013,473.02,3,157.67333333333332,473.02,At Risk
14014,505.18,1,505.18,505.18,Hibernating
14015,917.34,1,917.34,917.34,Hibernating
14016,4341.21,4,1085.3025,4341.21,Can't Lose Them
14019,1421.61,3,473.86999999999995,1421.61,Loyal Customers
14020,642.8,2,321.4,642.8,Loyal Customers
14021,631.9,3,210.63333333333333,631.9,At Risk
14022,440.0,1,440.0,440.0,Lost Customers
14023,584.07,2,292.035,584.07,Loyal Customers
14024,327.7,2,163.85,327.7,At Risk
14027,104.82,1,104.82,104.82,Hibernating
14029,467.66,2,233.83,467.66,At Risk
14030,2360.09,8,295.01125,2360.09,Champions
14031,17286.86,19,909.8347368421053,17286.86,Champions
14032,2975.59,11,270.5081818181818,2975.59,Champions
14034,651.8199999999999,3,217.2733333333333,651.8199999999999,Loyal Customers
14035,1428.02,5,285.604,1428.02,Champions
14036,626.65,1,626.65,626.65,Hibernating
14037,147.20000000000002,2,73.60000000000001,147.20000000000002,At Risk
14038,1560.38,3,520.1266666666667,1560.38,At Risk
14039,152.2,1,152.2,152.2,Hibernating
14040,3614.92,12,301.24333333333334,3614.92,Loyal Customers
14041,141.41,1,141.41,141.41,Lost Customers
14044,652.82,4,163.205,652.82,Loyal Customers
14045,1659.75,4,414.9375,1659.75,Can't Lose Them
14046,154.99,1,154.99,154.99,Lost Customers
14047,1308.6100000000001,5,261.72200000000004,1308.6100000000001,Champions
14048,409.93,1,409.93,409.93,Lost Customers
14049,5681.72,4,1420.43,5681.72,Champions
14050,746.36,2,373.18,746.36,Loyal Customers
14051,15610.390000000001,23,678.7126086956522,15610.390000000001,Champions
14052,225.36,1,225.36,225.36,Hibernating
14053,260.25,2,130.125,260.25,At Risk
14054,92.46,1,92.46,92.46,Hibernating
14055,725.6400000000001,1,725.6400000000001,725.6400000000001,Hibernating
14056,8214.65,23,357.1586956521739,8214.65,Champions
14057,6217.96,17,365.76235294117646,6217.96,Champions
14059,183.6,1,183.6,183.6,Lost Customers
14060,6140.42,19,323.18,6140.42,Champions
14062,10464.85,12,872.0708333333333,10464.85,Champions
14064,1353.74,5,270.748,1353.74,Champions
14066,152.55,1,152.55,152.55,Lost Customers
14067,374.7,2,187.35,374.7,At Risk
14068,265.85,1,265.85,265.85,Lost Customers
14071,1438.82,8,179.8525,1438.82,Champions
14073,151.04,1,151.04,151.04,Hibernating
14075,942.26,3,314.08666666666664,942.26,Loyal Customers
14076,122.47,1,122.47,122.47,Lost Customers
14077,499.41999999999996,5,99.88399999999999,499.41999999999996,Loyal Customers
14078,1049.37,6,174.89499999999998,1049.37,Can't Lose Them
14079,375.1,1,375.1,375.1,Lost Customers
14080,45.599999999999994,1,45.599999999999994,45.599999999999994,Hibernating
14081,934.52,2,467.26,934.52,At Risk
14082,182.25,1,182.25,182.25,Lost Customers
14083,1018.43,9,113.15888888888888,1018.43,Champions
14085,4448.54,18,247.14111111111112,4448.54,Champions
14087,194.42,1,194.42,194.42,New Customers
14088,50491.81,13,3883.9853846153846,50491.81,Champions
14089,161.0,1,161.0,161.0,Hibernating
14090,76.32000000000001,1,76.32000000000001,76.32000000000001,Lost Customers
14092,4076.91,14,291.2078571428571,4076.9099999999994,Champions
14093,442.85,1,442.85,442.85,New Customers
14096,65164.79,17,3833.2229411764706,65164.79,Champions
14098,147.35,1,147.35,147.35,Hibernating
14099,3104.17,11,282.1972727272727,3104.17,Champions
14100,194.9,1,194.9,194.9,Lost Customers
14101,5976.79,6,996.1316666666667,5976.79,Can't Lose Them
14102,1360.28,5,272.056,1360.28,Champions
14104,216.20999999999998,2,108.10499999999999,216.20999999999998,At Risk
14105,1266.23,1,1266.23,1266.23,Hibernating
14107,2703.23,7,386.17571428571426,2703.23,Loyal Customers
14108,597.91,2,298.955,597.91,Loyal Customers
14109,144.2,1,144.2,144.2,Lost Customers
14110,5683.15,12,473.5958333333333,5683.15,Champions
14111,692.85,4,173.2125,692.85,Loyal Customers
14112,2915.15,7,416.45,2915.15,Champions
14113,1840.42,4,460.105,1840.42,Champions
14114,386.53,2,193.265,386.53,At Risk
14116,1382.74,5,276.548,1382.74,Champions
14117,90.0,1,90.0,90.0,Lost Customers
14121,2780.15,4,695.0375,2780.15,Champions
14124,419.58000000000004,1,419.58000000000004,419.58000000000004,Lost Customers
14125,2740.43,3,913.4766666666666,2740.43,Loyal Customers
14126,706.1300000000001,3,235.3766666666667,706.1300000000001,Loyal Customers
14127,709.71,3,236.57000000000002,709.71,At Risk
14128,637.5,2,318.75,637.5,Loyal Customers
14129,1123.8600000000001,5,224.77200000000002,1123.8600000000001,Champions
14130,483.86,1,483.86,483.86,Lost Customers
14132,3586.0299999999997,11,326.00272727272727,3586.0299999999997,Champions
14133,605.64,3,201.88,605.64,At Risk
14135,4690.31,15,312.68733333333336,4690.31,Champions
14138,982.3800000000001,2,491.19000000000005,982.3800000000001,Loyal Customers
14139,415.82,1,415.82,415.82,Hibernating
14140,935.05,2,467.525,935.05,Loyal Customers
14141,915.13,4,228.7825,915.13,Loyal Customers
14142,311.81,1,311.81,311.81,Lost Customers
14143,115.8,1,115.8,115.8,Lost Customers
14145,3742.2,4,935.55,3742.2,Loyal Customers
14146,4191.0,5,838.2,4191.0,Champions
14147,483.4,2,241.7,483.4,At Risk
14148,157.2,1,157.2,157.2,Lost Customers
14149,446.62,1,446.62,446.62,Lost Customers
14150,658.64,2,329.32,658.64,Loyal Customers
14152,621.29,2,310.645,621.29,At Risk
14154,1345.62,2,672.81,1345.62,At Risk
14155,118.75,1,118.75,118.75,Lost Customers
14156,117379.63,55,2134.175090909091,117379.63,Champions
14157,432.88,2,216.44,432.88,Potential Loyalists
14158,507.66,1,507.66,507.66,Hibernating
14159,4693.01,11,426.6372727272728,4693.01,Champions
14161,1110.52,3,370.17333333333335,1110.52,At Risk
14162,289.36,2,144.68,289.36,At Risk
14163,2445.91,4,611.4775,2445.91,Can't Lose Them
14164,1631.77,2,815.885,1631.77,Loyal Customers
14165,122.53999999999999,1,122.53999999999999,122.53999999999999,Lost Customers
14167,574.84,4,143.71,574.84,Loyal Customers
14171,363.79,1,363.79,363.79,Lost Customers
14173,450.84,4,112.71,450.84,Potential Loyalists
14174,134.46,1,134.46,134.46,Hibernating
14175,3222.3,3,1074.1000000000001,3222.3,Loyal Customers
14176,576.9000000000001,4,144.22500000000002,576.9000000000001,At Risk
14177,559.41,4,139.8525,559.41,At Risk
14178,1620.93,7,231.5614285714286,1620.93,Champions
14179,719.78,2,359.89,719.78,Loyal Customers
14180,4748.52,25,189.94080000000002,4748.52,Champions
14184,452.89,1,452.89,452.89,Hibernating
14185,197.65,1,197.65,197.65,Lost Customers
14188,2054.36,6,342.3933333333334,2054.36,Champions
14189,4654.08,15,310.272,4654.08,Champions
14191,4684.76,13,360.36615384615385,4684.76,Champions
14193,853.39,2,426.695,853.39,Loyal Customers
14194,11349.52,21,540.4533333333334,11349.52,Champions
14195,1012.0,2,506.0,1012.0,At Risk
14196,335.52,1,335.52,335.52,Lost Customers
14198,701.4,4,175.35,701.4,Loyal Customers
14199,185.39999999999998,1,185.39999999999998,185.39999999999998,Lost Customers
14201,747.44,7,106.77714285714286,747.44,Loyal Customers
14204,161.03,1,161.03,161.03,New Customers
14205,466.7,2,233.35,466.7,Potential Loyalists
14206,328.15999999999997,1,328.15999999999997,328.15999999999997,Lost Customers
14208,151.74,1,151.74,151.74,Lost Customers
14209,2073.43,6,345.57166666666666,2073.43,Champions
14210,1905.8400000000001,6,317.64000000000004,1905.8400000000001,Can't Lose Them
14211,2241.1,9,249.0111111111111,2241.1,Loyal Customers
14212,1070.48,1,1070.48,1070.48,Hibernating
14214,1004.38,5,200.876,1004.38,Champions
14215,1789.72,6,298.2866666666667,1789.7200000000003,Champions
14216,1839.3,4,459.825,1839.3,Champions
14217,2004.98,17,117.94,2004.98,Champions
14218,169.48000000000002,1,169.48000000000002,169.48000000000002,Hibernating
14219,89.94,1,89.94,89.94,New Customers
14220,632.4,2,316.2,632.4,At Risk
14221,3432.8,9,381.4222222222222,3432.8,Loyal Customers
14222,683.17,1,683.17,683.17,Hibernating
14223,991.13,3,330.37666666666667,991.13,At Risk
14224,1050.12,4,262.53,1050.12,Can't Lose Them
14226,2232.19,5,446.438,2232.19,Champions
14227,3350.96,10,335.096,3350.96,Champions
14229,1547.2,3,515.7333333333333,1547.2,Loyal Customers
14231,925.71,3,308.57,925.71,At Risk
14232,2048.07,5,409.61400000000003,2048.07,Loyal Customers
14233,1462.72,4,365.68,1462.72,Loyal Customers
14234,775.46,4,193.865,775.46,Loyal Customers
14235,3144.86,5,628.972,3144.8599999999997,Can't Lose Them
14236,490.86,2,245.43,490.86,At Risk
14237,161.0,1,161.0,161.0,Lost Customers
14238,146.85,1,146.85,146.85,Lost Customers
14239,2380.85,11,216.4409090909091,2380.85,Loyal Customers
14240,890.34,2,445.17,890.34,Loyal Customers
14241,213.70000000000002,1,213.70000000000002,213.70000000000002,Lost Customers
14242,280.55,2,140.275,280.55,At Risk
14243,2588.77,10,258.877,2588.77,Champions
14245,1693.45,2,846.725,1693.45,At Risk
14246,1474.06,3,491.3533333333333,1474.06,At Risk
14247,136.76999999999998,1,136.76999999999998,136.76999999999998,Lost Customers
14248,302.58,1,302.58,302.58,Lost Customers
14250,1904.05,3,634.6833333333333,1904.0499999999997,Loyal Customers
14251,2879.7000000000003,5,575.94,2879.7000000000003,Champions
14256,969.0600000000001,2,484.53000000000003,969.0600000000001,At Risk
14257,3099.7200000000003,5,619.9440000000001,3099.7200000000003,Loyal Customers
14258,12669.98,9,1407.7755555555555,12669.98,Champions
14259,120.0,1,120.0,120.0,Lost Customers
14261,1163.45,2,581.725,1163.45,Loyal Customers
14262,2618.23,8,327.27875,2618.23,Champions
14264,333.97,2,166.985,333.97,At Risk
14265,530.18,2,265.09,530.18,At Risk
14267,1516.24,3,505.41333333333336,1516.24,At Risk
14270,492.65000000000003,1,492.65000000000003,492.65000000000003,Hibernating
14271,112.32,1,112.32,112.32,Lost Customers
14272,437.96,2,218.98,437.96,At Risk
14273,559.97,4,139.9925,559.97,Loyal Customers
14276,1119.74,3,373.24666666666667,1119.74,At Risk
14277,4216.2,3,1405.3999999999999,4216.2,Loyal Customers
14280,134.04,1,134.04,134.04,Lost Customers
14282,3729.34,15,248.62266666666667,3729.34,Champions
14284,595.25,2,297.625,595.25,Loyal Customers
14285,1910.01,4,477.5025,1910.01,Champions
14286,4628.75,3,1542.9166666666667,4628.75,Loyal Customers
14287,176.63,3,58.876666666666665,176.63,Potential Loyalists
14288,426.6,1,426.6,426.6,Lost Customers
14289,911.26,6,151.87666666666667,911.26,Loyal Customers
14290,2314.65,5,462.93,2314.65,Champions
14291,3883.25,11,353.02272727272725,3883.25,Champions
14292,4871.93,9,541.3255555555556,4871.93,Champions
14293,1046.56,4,261.64,1046.56,Champions
14295,166.20000000000002,1,166.20000000000002,166.20000000000002,Hibernating
14297,1305.33,4,326.3325,1305.33,Champions
14298,51527.3,44,1171.075,51527.3,Champions
14299,3965.62,9,440.6244444444444,3965.62,Champions
14300,43.2,1,43.2,43.2,Hibernating
14301,640.14,1,640.14,640.14,Hibernating
14304,383.45,1,383.45,383.45,Lost Customers
14305,1858.96,3,619.6533333333333,1858.96,Loyal Customers
14306,2093.32,2,1046.66,2093.32,Loyal Customers
14307,2995.72,6,499.28666666666663,2995.72,Can't Lose Them
14309,2352.53,9,261.39222222222224,2352.53,Champions
14311,310.26,1,310.26,310.26,Lost Customers
14312,1611.59,6,268.5983333333333,1611.5899999999997,Loyal Customers
14314,120.0,1,120.0,120.0,Lost Customers
14315,2481.13,6,413.5216666666667,2481.13,Loyal Customers
14317,508.58000000000004,1,508.58000000000004,508.58000000000004,Hibernating
14320,477.79,2,238.895,477.79,At Risk
14321,1530.75,5,306.15,1530.75,Champions
14323,605.0600000000001,2,302.53000000000003,605.0600000000001,At Risk
14326,183.85,1,183.85,183.85,Lost Customers
14327,311.65,1,311.65,311.65,Lost Customers
14329,5014.84,7,716.4057142857143,5014.84,Champions
14331,462.65999999999997,2,231.32999999999998,462.65999999999997,At Risk
14332,866.31,3,288.77,866.31,Loyal Customers
14333,415.2,1,415.2,415.2,Hibernating
14334,2552.21,8,319.02625,2552.21,Champions
14335,468.26,2,234.13,468.26,Potential Loyalists
14336,1614.91,4,403.7275,1614.91,Champions
14338,588.22,2,294.11,588.22,At Risk
14339,309.52,1,309.52,309.52,Lost Customers
14340,134.7,1,134.7,134.7,Lost Customers
14341,2182.28,8,272.785,2182.28,Loyal Customers
14342,668.5600000000001,4,167.14000000000001,668.5600000000001,Loyal Customers
14344,889.9300000000001,8,111.24125000000001,889.9300000000001,At Risk
14345,108.97999999999999,1,108.97999999999999,108.97999999999999,Hibernating
14346,1021.58,2,510.79,1021.58,At Risk
14348,409.57,1,409.57,409.57,Lost Customers
14349,133.5,1,133.5,133.5,New Customers
14350,282.93,1,282.93,282.93,Lost Customers
14351,51.0,1,51.0,51.0,Lost Customers
14352,1078.96,4,269.74,1078.96,Can't Lose Them
14353,90.6,1,90.6,90.6,Lost Customers
14354,163.62,2,81.81,163.62,Potential Loyalists
14355,174.4,1,174.4,174.4,Lost Customers
14356,701.23,2,350.615,701.23,At Risk
14357,225.77,1,225.77,225.77,Hibernating
14359,912.18,3,304.06,912.1800000000001,Loyal Customers
14360,2128.23,4,532.0575,2128.23,Champions
14362,161.2,1,161.2,161.2,Hibernating
14364,3717.35,8,464.66875,3717.35,Can't Lose Them
14367,9261.52,16,578.845,9261.52,Champions
14368,155.0,1,155.0,155.0,Lost Customers
14371,100.5,1,100.5,100.5,Lost Customers
14373,76.55,1,76.55,76.55,Lost Customers
14375,257.68,1,257.68,257.68,Lost Customers
14377,617.05,2,308.525,617.05,At Risk
14379,348.1,2,174.05,348.1,At Risk
14381,202.68,1,202.68,202.68,Hibernating
14382,626.0699999999999,1,626.0699999999999,626.0699999999999,Hibernating
14383,1247.69,3,415.8966666666667,1247.69,Loyal Customers
14385,202.11,3,67.37,202.11,Potential Loyalists
14386,142.4,1,142.4,142.4,Lost Customers
14387,1770.56,3,590.1866666666666,1770.56,Loyal Customers
14388,3212.84,8,401.605,3212.84,Champions
14389,1043.46,2,521.73,1043.46,Loyal Customers
14390,4652.82,9,516.98,4652.82,Champions
14393,67.95,1,67.95,67.95,Lost Customers
14395,3507.71,9,389.74555555555554,3507.71,Champions
14396,487.99,2,243.995,487.99,At Risk
14397,2612.96,19,137.52421052631578,2612.96,Champions
14400,574.7,1,574.7,574.7,Hibernating
14401,4051.48,13,311.6523076923077,4051.4800000000005,Champions
14403,1475.81,4,368.9525,1475.81,Can't Lose Them
14404,1474.32,6,245.72,1474.32,Loyal Customers
14406,156.75,1,156.75,156.75,Lost Customers
14407,2157.73,6,359.62166666666667,2157.73,Can't Lose Them
14408,2606.53,7,372.3614285714286,2606.53,Champions
14409,2059.4500000000003,6,343.24166666666673,2059.4500000000003,Loyal Customers
14410,1105.07,9,122.78555555555555,1105.07,Can't Lose Them
14411,1063.0,1,1063.0,1063.0,Hibernating
14412,770.03,2,385.015,770.03,Loyal Customers
14413,122.7,1,122.7,122.7,Lost Customers
14414,1496.98,7,213.8542857142857,1496.98,Can't Lose Them
14415,5900.28,13,453.86769230769227,5900.28,Champions
14416,490.22,2,245.11,490.22,Loyal Customers
14418,1937.25,3,645.75,1937.25,Loyal Customers
14419,1058.06,6,176.34333333333333,1058.06,Champions
14420,387.52,1,387.52,387.52,Lost Customers
14421,813.11,2,406.555,813.11,Loyal Customers
14422,4263.64,6,710.6066666666667,4263.64,Champions
14423,265.2,1,265.2,265.2,Lost Customers
14424,322.08,1,322.08,322.08,Hibernating
14426,4481.67,10,448.16700000000003,4481.67,Champions
14427,363.34000000000003,2,181.67000000000002,363.34000000000003,At Risk
14428,1244.83,5,248.96599999999998,1244.83,Champions
14431,470.36,1,470.36,470.36,Lost Customers
14432,2255.51,6,375.91833333333335,2255.51,Champions
14434,1372.8,6,228.79999999999998,1372.8,Champions
14436,89.06,1,89.06,89.06,Lost Customers
14437,63.0,1,63.0,63.0,Lost Customers
14438,131.9,1,131.9,131.9,Lost Customers
14439,2661.24,1,2661.24,2661.24,Hibernating
14440,2357.6800000000003,5,471.53600000000006,2357.6800000000003,Champions
14441,1712.89,4,428.2225,1712.89,Champions
14442,1589.82,2,794.91,1589.82,At Risk
14443,1420.2,4,355.05,1420.2,Loyal Customers
14446,1039.58,4,259.895,1039.58,Champions
14447,1163.23,5,232.64600000000002,1163.23,Champions
14448,375.35,2,187.675,375.35,Potential Loyalists
14449,907.1,4,226.775,907.1,Loyal Customers
14450,483.25,3,161.08333333333334,483.25,At Risk
14451,662.59,2,331.295,662.59,Loyal Customers
14452,264.44,2,132.22,264.44,Potential Loyalists
14453,119.93,1,119.93,119.93,Lost Customers
14456,3062.4,9,340.26666666666665,3062.3999999999996,Champions
14457,113.64,1,113.64,113.64,Lost Customers
14459,1837.92,1,1837.92,1837.92,Hibernating
14460,434.34,3,144.78,434.34000000000003,At Risk
14461,2103.06,3,701.02,2103.06,At Risk
14462,2004.02,11,182.18363636363637,2004.02,Loyal Customers
14463,529.62,3,176.54,529.62,At Risk
14465,1058.6200000000001,3,352.8733333333334,1058.6200000000001,At Risk
14466,2272.4,7,324.62857142857143,2272.4,Champions
14467,598.76,4,149.69,598.76,Loyal Customers
14470,461.19,2,230.595,461.19,Potential Loyalists
14472,1936.84,8,242.105,1936.84,Can't Lose Them
14473,234.34000000000003,2,117.17000000000002,234.34000000000003,At Risk
14474,547.66,1,547.66,547.66,Hibernating
14475,925.85,3,308.6166666666667,925.85,At Risk
14476,215.7,1,215.7,215.7,Lost Customers
14477,1309.6,4,327.4,1309.6,Champions
14479,316.25,2,158.125,316.25,At Risk
14480,279.05,1,279.05,279.05,New Customers
14481,636.51,2,318.255,636.51,At Risk
14482,2068.15,6,344.69166666666666,2068.15,Champions
14483,137.1,1,137.1,137.1,Lost Customers
14484,321.92,1,321.92,321.92,Hibernating
14485,165.75,1,165.75,165.75,Hibernating
14487,1196.33,6,199.38833333333332,1196.33,Champions
14488,1064.28,1,1064.28,1064.28,Hibernating
14489,463.38,1,463.38,463.38,Lost Customers
14491,340.93,2,170.465,340.93,At Risk
14493,2383.2400000000002,5,476.648,2383.2400000000002,Champions
14494,139.56,1,139.56,139.56,Hibernating
14495,123.8,2,61.9,123.8,At Risk
14496,538.8100000000001,2,269.40500000000003,538.8100000000001,At Risk
14497,475.37,1,475.37,475.37,Lost Customers
14498,1957.32,5,391.464,1957.32,Loyal Customers
14499,815.32,3,271.77333333333337,815.3200000000002,Loyal Customers
14500,356.85,3,118.95,356.85,At Risk
14501,251.21,2,125.605,251.21,At Risk
14502,2470.67,11,224.60636363636365,2470.67,Champions
14503,3543.26,6,590.5433333333334,3543.26,Champions
14504,673.26,4,168.315,673.26,Loyal Customers
14505,5905.64,8,738.205,5905.64,Champions
14506,2012.17,5,402.434,2012.17,Champions
14507,1383.18,6,230.53,1383.18,Champions
14508,276.42,2,138.21,276.42,Potential Loyalists
14511,1314.81,5,262.962,1314.81,Champions
14512,275.28,2,137.64,275.28,At Risk
14513,455.59000000000003,3,151.86333333333334,455.59000000000003,At Risk
14514,1055.35,3,351.7833333333333,1055.35,Loyal Customers
14515,2102.09,6,350.34833333333336,2102.09,Champions
14517,330.45,2,165.225,330.45,At Risk
14518,174.37,1,174.37,174.37,Hibernating
14520,270.6,2,135.3,270.6,Potential Loyalists
14522,974.54,4,243.635,974.54,Champions
14523,241.09,1,241.09,241.09,Lost Customers
14524,1867.68,9,207.52,1867.68,Champions
14525,4332.2,9,481.35555555555555,4332.2,Champions
